quarter,fx_vol
2004Q1,0.07563328197481554
2004Q2,0.052777794294606245
2004Q3,0.03446494909200346
2004Q4,0.055967065629882275
2005Q1,0.053350667763847004
2005Q2,0.035141132995993585
2005Q3,0.046173363225595565
2005Q4,0.04387863512776292
2006Q1,0.04261414310363345
2006Q2,0.04481105519786186
2006Q3,0.02987532399915801
2006Q4,0.020561268844894825
2007Q1,0.028209759230018557
2007Q2,0.02389526653896228
2007Q3,0.02709376565316711
2007Q4,0.035157555967517
2008Q1,0.06948004616060853
2008Q2,0.06898505489205874
2008Q3,0.07152577128857178
2008Q4,0.12214745157893943
2009Q1,0.08239548380776866
2009Q2,0.056114657269347376
2009Q3,0.04408310148722766
2009Q4,0.04958154521571029
2010Q1,0.058401312308302436
2010Q2,0.05512860352422495
2010Q3,0.037008894979197675
2010Q4,0.04503149974112044
2011Q1,0.0631328447545316
2011Q2,0.03687325706347157
2011Q3,0.06671004175264247
2011Q4,0.11000196174859195
2012Q1,0.059179958105439356
2012Q2,0.06634467192546706
2012Q3,0.07536782920648617
2012Q4,0.03063465939141068
2013Q1,0.020667854382270878
2013Q2,0.06513496397780642
2013Q3,0.0471446484010234
2013Q4,0.04347621228247969
2014Q1,0.05117929231435617
2014Q2,0.045399048098209153
2014Q3,0.04194894946309696
2014Q4,0.037705289836083226
2015Q1,0.045617659032026976
2015Q2,0.0494065134716655
2015Q3,0.06398690238584435
2015Q4,0.04565322149169204
2016Q1,0.060661696943195155
2016Q2,0.053390064589583834
2016Q3,0.051270031827803285
2016Q4,0.04844644047937827
2017Q1,0.041856323857569364
2017Q2,0.03525950141395987
2017Q3,0.03636716543590912
2017Q4,0.048189618199317934
2018Q1,0.04143839811267985
2018Q2,0.04737151808984471
2018Q3,0.061892412352037525
2018Q4,0.05552118461024214
2019Q1,0.04507605791911055
2019Q2,0.042424840017662904
2019Q3,0.04147264247140998
2019Q4,0.08137867504637207
2020Q1,0.07522731543483656
2020Q2,0.0702711186192795
2020Q3,0.06366302756140677
2020Q4,0.04780524650948818
2021Q1,0.0702268142499502
2021Q2,0.061331086416153806
2021Q3,0.05450961003902167
2021Q4,0.07351028854753604
2022Q1,0.07539521224616262
2022Q2,0.07282179992047252
2022Q3,0.1524949736578681
2022Q4,0.09374991734404314
2023Q1,0.07492249944311577
2023Q2,0.05920956649266578
2023Q3,0.061786704801074385
2023Q4,0.08098114029497219
2024Q1,0.06255050354182973
2024Q2,0.074768560574325
2024Q3,0.06437759522276112
2024Q4,0.05034748329691569
2025Q1,0.061825911684246976
2025Q2,0.06646410361027172
2025Q3,0.049624840643709596
2025Q4,0.04190640593240667
2026Q1,0.0787324336147602
2026Q2,0.0666935832715724
2026Q3,0.04785527663769383
