quarter,net_income,net_rev,prof_margin_system
2004Q1,693.4,4896.7998,0.14160268508424625
2004Q2,693.4,4896.7998,0.14160268508424625
2004Q3,693.4,4896.7998,0.14160268508424625
2004Q4,693.4,4896.7998,0.14160268508424625
2005Q1,693.4,4896.7998,0.14160268508424625
2005Q2,693.4,4896.7998,0.14160268508424625
2005Q3,693.4,4896.7998,0.14160268508424625
2005Q4,693.4,4896.7998,0.14160268508424625
2006Q1,693.4,4896.7998,0.14160268508424625
2006Q2,13621.730800000001,98435.86739999999,0.13838178257369632
2006Q3,17973.987,228727.24180000002,0.07858262469547254
2006Q4,25850.11,239647.27380000002,0.10786732346295523
2007Q1,23821.939,254796.6468,0.09349392662415525
2007Q2,30143.799,346036.33180000004,0.08711165918098544
2007Q3,26965.49,341042.5198,0.07906782419920415
2007Q4,38170.95,356695.95,0.10701256910822787
2008Q1,42943.430199999995,392972.56,0.10927844478505062
2008Q2,36348.0,480579.07999999996,0.07563375417839661
2008Q3,31696.9911,527373.672,0.0601034764966424
2008Q4,38442.9058,567138.963,0.06778392652948445
2009Q1,52095.7188,610059.355,0.08539450853925518
2009Q2,62107.712999999996,713667.889,0.08702607187080544
2009Q3,52467.8626,652573.949,0.08040140535858259
2009Q4,49952.068,658187.23,0.07589340194278761
2010Q1,66187.8636,651359.699,0.10161491983863127
2010Q2,70538.533,789873.445,0.08930358837421101
2010Q3,68238.634,657247.836,0.10382481350611857
2010Q4,61047.1794,721548.035,0.08460584249252373
2011Q1,82528.556,715844.138,0.11528844285933092
2011Q2,54362.378,772089.276,0.07040944575948235
2011Q3,62408.51,781920.87,0.07981435512777656
2011Q4,78663.197,814008.968,0.09663676948581235
2012Q1,88628.69200000001,840710.676,0.10542115680234328
2012Q2,92989.65000000001,959351.88,0.0969296583856176
2012Q3,93204.068,892404.277,0.10444152992332645
2012Q4,93935.0,930225.3,0.10098091290357293
2013Q1,97959.1,941685.7,0.10402526023279318
2013Q2,92084.811,1382066.591,0.06662834598539254
2013Q3,99065.0,990345.8,0.10003071654365575
2013Q4,85861.70000000001,990139.2000000001,0.08671679699177652
2014Q1,85352.20000000001,1052731.4,0.08107690147743292
2014Q2,115154.15,1666219.0050000001,0.06911105302150841
2014Q3,118638.6,1210533.0,0.09800525884052727
2014Q4,117132.4,1219216.4,0.09607187042431516
2015Q1,117339.70000000001,1259056.2999999998,0.0931965472870435
2015Q2,144210.092,1726875.283,0.08350926868874525
2015Q3,142216.6,1653467.9,0.08601110429782158
2015Q4,151462.7,1692087.8,0.08951231726864292
2016Q1,111421.3,1712944.3,0.06504665680022403
2016Q2,81752.15,1566367.7,0.052192183227475895
2016Q3,106685.7,1664812.6,0.06408270816787426
2016Q4,95064.5,1703120.7,0.05581782900061047
2017Q1,118805.5,1714193.7999999998,0.06930692433959335
2017Q2,67720.698,1595381.153,0.04244797418639181
2017Q3,159584.5,2019444.7999999998,0.07902394757212478
2017Q4,153506.0,2080627.9,0.07377868959653959
2018Q1,120908.8,2094884.2000000002,0.0577162212593899
2018Q2,25423.32600000001,1893790.201,0.013424573633645076
2018Q3,79430.5,2242556.1,0.03541962673754293
2018Q4,129736.7,2326936.0,0.0557543052322883
2019Q1,166487.0,2151011.9,0.0773993858425423
2019Q2,88564.21100000001,2305465.26,0.038414897216885416
2019Q3,149270.1,2731036.9,0.054656932683699734
2019Q4,119513.59999999999,2879973.5,0.0414981596184826
2020Q1,-999.3999999999942,2968397.3,-0.0003366799990014794
2020Q2,132731.7,2979086.4,0.04455449831867918
2020Q3,195652.4,3088359.0,0.06335157279318887
2020Q4,273932.1,3204862.8,0.0854738929853721
2021Q1,296373.5,3287874.4,0.09014136914719127
2021Q2,256867.5,3396698.9,0.07562268766301306
2021Q3,311120.8,3147809.2,0.09883724845838814
2021Q4,389951.39999999997,3315373.9,0.11761913188735665
2022Q1,430851.10000000003,3366824.2,0.12796958629440766
2022Q2,460752.0,3540314.1,0.13014438464654873
2022Q3,407613.2,3264946.4,0.12484529608204288
2022Q4,550328.1,3803913.9,0.14467417361891394
2023Q1,612676.8,4151620.3,0.1475753454621079
2023Q2,574337.2,4514582.3,0.12721823677907035
2023Q3,691701.3,4549278.0,0.1520463906580341
2023Q4,730365.7,5273856.6,0.1384879710229512
2024Q1,698559.7,5546155.0,0.12595387254773802
2024Q2,848211.2,5967417.7,0.14214041024813798
2024Q3,830945.0,5752908.6,0.1444391103310767
2024Q4,868646.1,6105948.6,0.14226226863422992
2025Q1,846022.9,6011738.899999999,0.1407284837337164
2025Q2,864299.4,6311747.2,0.13693504708173357
2025Q3,791777.5,6325800.1,0.125166380139012
2025Q4,880849.5,6245810.1,0.14103046456695825
2026Q1,910545.2000000001,6403069.8,0.14220447823323745
2026Q2,942691.823,6303478.354,0.14955105261871737
2026Q3,958228.6,6583671.2,0.14554624173819616
