country,time,EMBI,JLoss,GaR,HHI,debt,growth,gfac
0,0,0.09644482844094009,0.1724347077263381,-0.07100675829586824,0.24863781592803905,0.4795477511600339,-0.04258761513759152,0.0
0,1,0.16230779808309817,0.24466478386972657,-0.09150924555679012,0.23634597543591154,0.4617433257202461,-0.01373958970893431,0.09401229776087457
0,2,-0.014499034677731849,0.12906578470366065,-0.05244935874360093,0.23360594258166284,0.5409140143847166,-0.02328562949174897,-0.6776906409211962
0,3,0.03011654484087106,0.13893116970660277,-0.03391318845347576,0.2547817885924342,0.31313034983382587,-0.02787478177941996,-1.3961088249032567
0,4,0.00648646246609621,0.10732148637908351,0.002872574292400759,0.23221509396386694,0.4371137355415403,-0.04042402092374067,-1.435002003099619
0,5,0.0532420574133532,0.192447715061419,-0.03646222285450337,0.2254228112224138,0.4351424455367451,0.002786829643498391,-0.7843062786996837
0,6,0.028071739552114765,0.1787843496472693,-0.029956630044361117,0.2441521166172503,0.34341560617127287,-0.06603191867493426,-1.5586325786285145
0,7,0.0756995115501647,0.21252761192250327,-0.09311502680743772,0.2690096398404962,0.30511810121849925,-0.0462018566325045,-1.300218379911673
0,8,0.1114508113494081,0.26782326053448136,-0.09183659369064764,0.2519537344748598,0.34584061813713074,-0.0918305558179513,-1.0693778758526489
0,9,0.0770376411341393,0.30400457317811247,-0.09237093013704661,0.22361784170335097,0.35361430018612205,-0.08898941003538394,-0.20771892841104644
0,10,0.004855808420341012,0.1053723916523771,-0.054142237020302186,0.22871073014268548,0.6366171272419132,-0.007140050632630263,0.06925587261860838
0,11,0.23401080092470147,0.3683017049302556,-0.1559510424956245,0.23345958181158677,0.5021849527729466,-0.021364994574196126,0.40385181987294727
0,12,0.10905667216618456,0.24722110669428918,-0.08968983476937191,0.22613703895274587,0.5695192217658981,-0.0700216572083885,-0.37113233550727637
0,13,-0.02236685899483749,0.21527137626930337,-0.07609745803598517,0.24687675715575014,0.37798417745977997,0.004546623225065084,-0.3894062685478629
0,14,0.13676089698817853,0.2325687698137146,-0.10706494315835191,0.2338185280133201,0.5505515055380922,-0.014187026595664147,0.5113910820778255
0,15,0.24895672926171206,0.28364069653103463,-0.16401220407178457,0.23649153286329136,0.960721246095119,0.0027607529280902973,1.8514049026752386
0,16,0.005621132783132206,0.20805193347927903,-0.08052194118374097,0.22497530003472432,0.5071645688127737,-0.0465644340670299,0.03691789976854665
0,17,0.1911148448543677,0.3711164222951021,-0.19418015953360332,0.2525730575024917,0.631910509676096,-0.061130209779503106,1.5397663045770453
0,18,0.3083964766546056,0.3313619057970836,-0.19984548039362116,0.23950589072093348,0.6783449431595863,-0.006288300705174395,2.4237118369862363
0,19,0.39216998402377706,0.41029196280011815,-0.20434209028026692,0.224006457853266,0.6518975978796571,-0.0322814415623604,2.4779096865907926
0,20,0.3682530711273032,0.30171892307319187,-0.15117499529417958,0.24136219421554284,0.8202251365059356,-0.007794363990576722,1.9989924109428583
0,21,0.22283545715969721,0.3076759936427936,-0.13839048695599965,0.20062652088877989,0.593832636627724,-0.053206920429787016,1.0853718731235729
0,22,0.4592720834085539,0.3631819096099161,-0.20254966322004242,0.24247044650129057,0.8447534805662731,-0.056706295133888134,2.2177809947234595
0,23,0.5301716820464921,0.3994904066260855,-0.24121610763301496,0.24011739708731247,0.7592711409944191,-0.006091731364509117,3.5127050127563866
0,24,0.5964362894879554,0.41758429040615386,-0.25284555353320415,0.2327813106984754,1.0217913985637528,-0.012341446533571871,4.260528378795596
0,25,0.5051497185368992,0.47900554236174153,-0.28996564716278567,0.2345890009445098,0.9591515772866267,-0.05794764037141125,4.297473629891287
0,26,0.6132363937066683,0.44784096954199654,-0.2589474032561385,0.23604994763397408,0.868597314095696,-0.05849130791352025,3.3656119515828564
0,27,0.21789078765595998,0.2582068418965126,-0.11968470948963868,0.22131382657363424,0.7610452019010405,-0.018947331856276603,1.147609733825828
0,28,0.19685472850903418,0.28483882341693795,-0.12855084769526454,0.22409837101757457,0.7489441325897394,-0.027031688981805815,0.7988726805579963
0,29,0.2977891693046974,0.3162040348398705,-0.17197722780090294,0.2586170634024392,0.7690508463553843,-0.041542609428561826,1.2156858114669333
0,30,0.1549778807460857,0.2846976486362665,-0.09231102596724876,0.24053713233935953,0.3187416204224558,-0.024187293099899386,-0.43738139572270107
0,31,0.11605641692814445,0.2242491186806605,-0.10445597519145942,0.2345572618298757,0.52123335207523,-0.04845595982446834,0.0889550831761175
0,32,0.17617425453419502,0.31071206974324594,-0.14470216026685018,0.24646181649942359,0.6226379849230885,-0.026023403335950115,0.4921322530455123
0,33,0.14810041346305783,0.35854766923088105,-0.1563007045308492,0.23231635360858474,0.626723415753272,-0.03350517099620062,1.0405353010947271
0,34,0.00883640195232549,0.1880222058039888,-0.059679603598849794,0.22355789411229618,0.3748169968914016,-0.04526588998950807,-0.45574325599088006
0,35,-0.02433163208570209,0.16001148509115265,-0.03459311169548437,0.2321449810040582,0.48141682167505684,-0.047226821342363036,-0.9807228512326509
0,36,0.14610528648052507,0.22993886666643845,-0.06646584471798225,0.23253894672488806,0.5471215657332137,-0.08334992559280374,-1.1229412430060768
0,37,-0.11246087302455092,0.14985846442448356,-0.008701600365627957,0.24278918644647393,0.2,-0.011698694270301,-1.9558607778771178
0,38,0.1220553452376196,0.2309855397172407,-0.08363233179575771,0.24754734505565712,0.498549130600715,-0.028721897119604958,0.3702653326161516
0,39,0.07642310310470807,0.24170034575246452,-0.13841400591526262,0.24935661340025517,0.400321621432472,-0.0435703571761773,-0.2367249956108458
0,40,0.19620671507478304,0.32655794500328306,-0.1414003138552357,0.24604748096321521,0.36736167381500984,-0.037018838650214776,0.16326213253261002
0,41,0.2413155889710435,0.35941438459898495,-0.14987360387970194,0.235357361107337,0.37185912268805277,-0.08382756510873754,-0.144289052701097
0,42,0.32613397700648505,0.42906962379748936,-0.21896159376884916,0.22897473802458207,0.7436892818292594,-0.058182228816956186,1.4824705419113542
0,43,0.3289927561306936,0.3124073402198905,-0.15717024685014144,0.2491546022371848,0.7294406337449546,-0.02740909973484168,2.3580903664197868
0,44,0.39133986813807,0.4220595230487189,-0.19525942900956367,0.24894826258599967,0.8364741955368864,-0.025267406679832224,2.284015879318766
0,45,0.08112790024604291,0.2615628969924769,-0.0936604447964722,0.2394145102206275,0.4696936468049721,-0.05204074907752199,-0.6046987651235145
0,46,-0.03573831871418505,0.22634694128946145,-0.09456197897811539,0.23733318354230698,0.37370075125311547,-0.02188026106644344,-0.37126016132657363
0,47,0.19055218850593109,0.22405324133180665,-0.12769479467134917,0.24621871626091266,0.437471284684797,-0.0058073514923932396,0.42380407784793295
0,48,0.1375024760766253,0.28992450912590495,-0.14650842120728536,0.24166965852852806,0.6002863950536791,-0.03786433105296336,1.3006244303357226
0,49,0.10164686050973697,0.26298306419648965,-0.08719044706813173,0.22977000859038527,0.545327311565915,-0.015026552403142632,0.29253005652740494
0,50,0.13545376377870283,0.16786146562467588,-0.09721945253448154,0.23582238663752914,0.7573878064236841,0.055452389761734854,2.0267824028975068
0,51,0.2529380805958904,0.23321392627188053,-0.1125584319872957,0.2392908140119777,0.43852087452780025,-0.04489781412298068,0.09831671201496128
0,52,0.0901639862481095,0.19386027643181353,-0.06145136982690637,0.23837138847574102,0.4624865032155288,-0.05353685051713819,-0.5927063234047462
0,53,0.1815990107043733,0.2670100168065301,-0.10405927449303821,0.21946578354024074,0.4181723042253845,-0.0324748188344775,0.5201555617306998
0,54,0.06103933591339281,0.2018817692585399,-0.09888403978577395,0.24288598509257692,0.6645466909541065,-0.01633455573552005,0.4131635070368015
0,55,0.48684215777932716,0.4162895664671419,-0.2313787008083467,0.24276127839716213,0.7001206958498061,-0.04619645617538584,2.291607038571016
0,56,0.42247226239554736,0.4167346481534893,-0.22357165144633137,0.2370147568646347,0.8719306828647317,-0.02158062450816354,1.7926441195121767
0,57,0.2876757015595316,0.31038084563492496,-0.15027448670984372,0.236939045798877,0.48805762897815674,-0.05542943175584247,0.621656793466297
0,58,0.24266174264425688,0.35415606352700757,-0.1414228670744853,0.23323593406053628,0.4955020966110276,-0.046109700351601106,0.05759625019359965
0,59,0.03142447849761527,0.19612682786146973,-0.02878211364136433,0.24204214020688297,0.47609928472563107,-0.05392284992700868,-1.0508287424836757
0,60,-0.0021348798628425814,0.10739725380923729,-0.023122174624142094,0.24207878786762643,0.27075882084070546,-0.03685495981346237,-2.013260286125181
0,61,0.17521627021294076,0.26606171530428363,-0.11065994516670165,0.2411737907028597,0.4198597113013048,-0.06291170239558289,-0.7788707095193947
0,62,0.14747700681236292,0.30570769120404556,-0.13328504758145102,0.2395098791843174,0.5393911221962386,-0.05269585302114062,0.03595631574922942
0,63,0.1916004176350367,0.31403108091711873,-0.18378391468063385,0.24010465873568365,0.7278134920606976,-0.045051933071910084,1.3197282404655777
1,0,0.4817462759545029,0.20597028260758338,-0.04058601589301153,0.13176711241694553,0.4834066796993797,-0.022342934843104803,0.0
1,1,0.5737928506992616,0.2626542938589563,-0.09429277120403293,0.1408757851666216,0.5865061624234853,-0.04807556220386325,0.09401229776087457
1,2,0.31523208472560715,0.12244039077218032,-0.0003187853393215416,0.12550468413396226,0.41262253865094345,-0.02746514298416741,-0.6776906409211962
1,3,0.4488678147095688,0.1939788103495782,-0.049273536484741254,0.12864530528035506,0.3453293176736338,-0.049176763888891355,-1.3961088249032567
1,4,0.2792839681832501,0.08134088264751593,0.016447833205959432,0.12751740440020487,0.253451754673368,-0.010177450741946351,-1.435002003099619
1,5,0.41056594792311735,0.1605942565155332,-0.04994529330102501,0.12999044888671682,0.48677045848269085,-0.03423517879484368,-0.7843062786996837
1,6,0.31209433857080365,0.03599974103377006,0.029472130175017125,0.12035139755637972,0.22845373143049508,-0.03927016589735035,-1.5586325786285145
1,7,0.35793934265134847,0.1638552701275376,-0.01426830247576126,0.15831528510241402,0.39124999663569654,-0.029501305314323014,-1.300218379911673
1,8,0.39811558216515835,0.15833974457904418,-0.025089924259133426,0.13123516015195782,0.37386289040352594,-0.052207002485624966,-1.0693778758526489
1,9,0.42257973326217935,0.06520138380544083,-0.02672969489934801,0.12779830161497036,0.5267934010463393,0.03742676540357938,-0.20771892841104644
