quarter,fx_vol
2010Q1,0.04813112958172531
2010Q2,0.047915445111140244
2010Q3,0.0334402623683736
2010Q4,0.07252894763756583
2011Q1,0.03744353520337519
2011Q2,0.035879706288800065
2011Q3,0.04672927080846078
2011Q4,0.049436556611789285
2012Q1,0.034717228051910645
2012Q2,0.042675905088254903
2012Q3,0.02865597453860173
2012Q4,0.025292490292403443
2013Q1,0.021076856350922643
2013Q2,0.036651217214810454
2013Q3,0.038048839731812854
2013Q4,0.03166245836138301
2014Q1,0.03708636612380942
2014Q2,0.03110708324425467
2014Q3,0.04063187618746535
2014Q4,0.09098519356682457
2015Q1,0.07980873732215125
2015Q2,0.07273584348378188
2015Q3,0.09498559363459218
2015Q4,0.09797625085448637
2016Q1,0.1025003122237642
2016Q2,0.09363664315324531
2016Q3,0.08388116586401412
2016Q4,0.09069913415720227
2017Q1,0.05151127916417509
2017Q2,0.054623610910625946
2017Q3,0.03967649063660618
2017Q4,0.036146954337538346
2018Q1,0.06474177751608728
2018Q2,0.06448830760133865
2018Q3,0.05660228698461722
2018Q4,0.05363748500007633
2019Q1,0.051919122084825305
2019Q2,0.055083233437863706
2019Q3,0.05748901231052293
2019Q4,0.049732457428122434
2020Q1,0.09031539288678933
2020Q2,0.07803069416211816
2020Q3,0.06243170740153885
2020Q4,0.052048410922869354
2021Q1,0.05229261275115425
2021Q2,0.06353571985244914
2021Q3,0.05321055869470193
2021Q4,0.050790063217103804
2022Q1,0.05880345256115614
2022Q2,0.0875838399454308
2022Q3,0.10164114386199963
2022Q4,0.0873205032994326
2023Q1,0.08648398116016771
2023Q2,0.06972013998159533
2023Q3,0.0746231930602166
2023Q4,0.08080809338335074
2024Q1,0.04699715041472922
2024Q2,0.06069202274614416
2024Q3,0.06006577174698551
2024Q4,0.054989413801277295
2025Q1,0.05667965605517853
2025Q2,0.07092391013849803
2025Q3,0.05068497531464256
2025Q4,0.0645854237037168
2026Q1,0.07331396146307267
2026Q2,0.07457877106124025
2026Q3,0.08098261120744503
